MatchId,BotType,Result,TimeMs,TotalClicks
731,RandomBot,DEFEAT,0,3
732,RandomBot,DEFEAT,0,2
733,RandomBot,DEFEAT,0,5
734,RandomBot,DEFEAT,0,3
735,RandomBot,DEFEAT,0,7
736,RandomBot,DEFEAT,0,6
737,RandomBot,DEFEAT,0,5
738,RandomBot,DEFEAT,0,3
739,RandomBot,DEFEAT,0,3
740,RandomBot,DEFEAT,0,6
741,RandomBot,DEFEAT,0,4
742,RandomBot,DEFEAT,0,5
743,RandomBot,DEFEAT,0,6
744,RandomBot,DEFEAT,0,8
745,RandomBot,DEFEAT,0,10
746,RandomBot,DEFEAT,0,6
747,RandomBot,DEFEAT,0,1
748,RandomBot,DEFEAT,0,5
749,RandomBot,DEFEAT,0,4
750,RandomBot,DEFEAT,0,3
751,RandomBot,DEFEAT,0,6
752,RandomBot,DEFEAT,0,2
753,RandomBot,DEFEAT,0,6
754,RandomBot,DEFEAT,0,2
755,RandomBot,DEFEAT,0,1
756,RandomBot,DEFEAT,0,4
757,RandomBot,DEFEAT,0,5
758,RandomBot,DEFEAT,0,4
759,RandomBot,DEFEAT,0,1
760,RandomBot,DEFEAT,0,2
761,RandomBot,DEFEAT,0,3
762,RandomBot,DEFEAT,0,4
763,RandomBot,DEFEAT,0,2
764,RandomBot,DEFEAT,0,4
765,RandomBot,DEFEAT,0,3
766,RandomBot,DEFEAT,0,5
767,RandomBot,DEFEAT,0,4
768,RandomBot,DEFEAT,0,15
769,RandomBot,DEFEAT,0,4
770,RandomBot,DEFEAT,0,2
771,RandomBot,DEFEAT,0,4
772,RandomBot,DEFEAT,0,5
773,RandomBot,DEFEAT,0,4
774,RandomBot,DEFEAT,0,9
775,RandomBot,DEFEAT,0,3
776,RandomBot,DEFEAT,0,2
777,RandomBot,DEFEAT,0,3
778,RandomBot,DEFEAT,0,3
779,RandomBot,DEFEAT,0,3
780,RandomBot,DEFEAT,0,3
781,RandomBot,DEFEAT,0,4
782,RandomBot,DEFEAT,0,1
783,RandomBot,DEFEAT,0,2
784,RandomBot,DEFEAT,0,1
785,RandomBot,DEFEAT,0,3
786,RandomBot,DEFEAT,0,5
787,RandomBot,DEFEAT,0,2
788,RandomBot,DEFEAT,0,4
789,RandomBot,DEFEAT,0,2
790,RandomBot,DEFEAT,0,4
791,RandomBot,DEFEAT,0,3
792,RandomBot,DEFEAT,0,5
793,RandomBot,DEFEAT,0,3
794,RandomBot,DEFEAT,0,3
795,RandomBot,DEFEAT,0,3
796,RandomBot,DEFEAT,0,4
797,RandomBot,DEFEAT,0,6
798,RandomBot,DEFEAT,0,2
799,RandomBot,DEFEAT,0,3
800,RandomBot,DEFEAT,0,6
801,RandomBot,DEFEAT,0,4
802,RandomBot,DEFEAT,0,2
803,RandomBot,DEFEAT,0,4
804,RandomBot,DEFEAT,0,5
805,RandomBot,DEFEAT,0,5
806,RandomBot,DEFEAT,0,5
807,RandomBot,DEFEAT,0,3
808,RandomBot,DEFEAT,0,4
809,RandomBot,DEFEAT,0,5
810,RandomBot,DEFEAT,0,5
811,RandomBot,DEFEAT,0,6
812,RandomBot,DEFEAT,0,3
813,RandomBot,DEFEAT,0,4
814,RandomBot,DEFEAT,0,4
815,RandomBot,DEFEAT,0,3
816,RandomBot,DEFEAT,0,1
817,RandomBot,DEFEAT,0,3
818,RandomBot,DEFEAT,0,7
819,RandomBot,DEFEAT,0,6
820,RandomBot,DEFEAT,0,1
821,RandomBot,DEFEAT,0,1
822,RandomBot,DEFEAT,0,3
823,RandomBot,DEFEAT,0,3
824,RandomBot,DEFEAT,0,3
825,RandomBot,DEFEAT,0,3
826,RandomBot,DEFEAT,0,5
827,RandomBot,DEFEAT,0,3
828,RandomBot,DEFEAT,0,4
829,RandomBot,DEFEAT,0,1
830,RandomBot,DEFEAT,0,4
831,RandomBot,DEFEAT,0,4
832,RandomBot,DEFEAT,0,1
833,RandomBot,DEFEAT,0,1
834,RandomBot,DEFEAT,0,7
835,RandomBot,DEFEAT,0,2
836,RandomBot,DEFEAT,0,2
837,RandomBot,DEFEAT,0,2
838,RandomBot,DEFEAT,0,2
839,RandomBot,DEFEAT,0,4
840,RandomBot,DEFEAT,0,3
841,RandomBot,DEFEAT,0,5
842,RandomBot,DEFEAT,0,5
843,RandomBot,DEFEAT,0,8
844,RandomBot,DEFEAT,0,1
845,RandomBot,DEFEAT,0,7
846,RandomBot,DEFEAT,0,4
847,RandomBot,DEFEAT,0,7
848,RandomBot,DEFEAT,0,8
849,RandomBot,DEFEAT,0,3
850,RandomBot,DEFEAT,0,4
851,RandomBot,DEFEAT,0,9
852,RandomBot,DEFEAT,0,6
853,RandomBot,DEFEAT,0,5
854,RandomBot,DEFEAT,0,3
855,RandomBot,DEFEAT,0,5
856,RandomBot,DEFEAT,0,2
857,RandomBot,DEFEAT,0,4
858,RandomBot,DEFEAT,0,6
859,RandomBot,DEFEAT,0,2
860,RandomBot,DEFEAT,0,7
861,RandomBot,DEFEAT,0,3
862,RandomBot,DEFEAT,0,2
863,RandomBot,DEFEAT,0,2
864,RandomBot,DEFEAT,0,5
865,RandomBot,DEFEAT,0,3
866,RandomBot,DEFEAT,0,3
867,RandomBot,DEFEAT,0,4
868,RandomBot,DEFEAT,0,2
869,RandomBot,DEFEAT,0,3
870,RandomBot,DEFEAT,0,4
871,RandomBot,DEFEAT,0,3
872,RandomBot,DEFEAT,0,1
873,RandomBot,DEFEAT,0,3
874,RandomBot,VICTORY,0,2
875,RandomBot,DEFEAT,0,4
876,RandomBot,DEFEAT,0,1
877,RandomBot,DEFEAT,0,3
878,RandomBot,DEFEAT,0,3
879,RandomBot,DEFEAT,0,5
880,RandomBot,DEFEAT,0,2
881,RandomBot,DEFEAT,0,4
882,RandomBot,DEFEAT,0,10
883,RandomBot,DEFEAT,0,12
884,RandomBot,DEFEAT,0,5
885,RandomBot,DEFEAT,0,3
886,RandomBot,DEFEAT,0,3
887,RandomBot,DEFEAT,0,16
888,RandomBot,DEFEAT,0,4
889,RandomBot,DEFEAT,0,9
890,RandomBot,DEFEAT,0,2
891,RandomBot,DEFEAT,0,2
892,RandomBot,DEFEAT,0,2
893,RandomBot,DEFEAT,0,7
894,RandomBot,DEFEAT,0,1
895,RandomBot,DEFEAT,0,6
896,RandomBot,VICTORY,0,3
897,RandomBot,DEFEAT,0,2
898,RandomBot,DEFEAT,0,2
899,RandomBot,DEFEAT,0,4
900,RandomBot,DEFEAT,0,3
901,RandomBot,DEFEAT,0,8
902,RandomBot,DEFEAT,0,7
903,RandomBot,DEFEAT,0,1
904,RandomBot,DEFEAT,0,1
905,RandomBot,DEFEAT,0,7
906,RandomBot,DEFEAT,0,1
907,RandomBot,DEFEAT,0,4
908,RandomBot,DEFEAT,0,3
909,RandomBot,DEFEAT,0,8
910,RandomBot,DEFEAT,0,6
911,RandomBot,DEFEAT,0,1
912,RandomBot,DEFEAT,0,6
913,RandomBot,DEFEAT,0,6
914,RandomBot,DEFEAT,0,6
915,RandomBot,DEFEAT,0,4
916,RandomBot,DEFEAT,0,2
917,RandomBot,DEFEAT,2,4
918,RandomBot,DEFEAT,0,2
919,RandomBot,DEFEAT,0,3
920,RandomBot,DEFEAT,0,4
921,RandomBot,DEFEAT,0,4
922,RandomBot,DEFEAT,0,8
923,RandomBot,DEFEAT,0,4
924,RandomBot,DEFEAT,0,4
925,RandomBot,DEFEAT,0,3
926,RandomBot,DEFEAT,0,6
927,RandomBot,DEFEAT,0,5
928,RandomBot,DEFEAT,0,4
929,RandomBot,DEFEAT,0,3
930,RandomBot,DEFEAT,0,2
931,RandomBot,DEFEAT,0,9
932,RandomBot,DEFEAT,0,3
933,RandomBot,DEFEAT,0,8
934,RandomBot,DEFEAT,0,2
935,RandomBot,DEFEAT,0,4
936,RandomBot,DEFEAT,0,2
937,RandomBot,DEFEAT,0,5
938,RandomBot,DEFEAT,0,3
939,RandomBot,DEFEAT,0,1
940,RandomBot,DEFEAT,0,2
941,RandomBot,DEFEAT,0,6
942,RandomBot,DEFEAT,0,4
943,RandomBot,DEFEAT,0,2
944,RandomBot,DEFEAT,0,4
945,RandomBot,DEFEAT,0,8
946,RandomBot,DEFEAT,0,3
947,RandomBot,DEFEAT,0,1
948,RandomBot,DEFEAT,0,6
949,RandomBot,DEFEAT,0,2
950,RandomBot,DEFEAT,0,1
951,RandomBot,DEFEAT,0,1
952,RandomBot,DEFEAT,0,3
953,RandomBot,DEFEAT,0,2
954,RandomBot,DEFEAT,0,3
955,RandomBot,DEFEAT,0,2
956,RandomBot,DEFEAT,0,6
957,RandomBot,DEFEAT,0,7
958,RandomBot,DEFEAT,0,3
959,RandomBot,DEFEAT,0,2
960,RandomBot,VICTORY,0,3
961,RandomBot,DEFEAT,0,7
962,RandomBot,DEFEAT,0,9
963,RandomBot,DEFEAT,0,2
964,RandomBot,DEFEAT,0,9
965,RandomBot,DEFEAT,0,3
966,RandomBot,DEFEAT,0,4
967,RandomBot,DEFEAT,0,3
968,RandomBot,DEFEAT,0,3
969,RandomBot,DEFEAT,0,3
970,RandomBot,DEFEAT,0,2
971,RandomBot,DEFEAT,0,6
972,RandomBot,DEFEAT,0,3
973,RandomBot,DEFEAT,0,1
974,RandomBot,DEFEAT,0,3
975,RandomBot,DEFEAT,0,6
976,RandomBot,DEFEAT,0,2
977,RandomBot,DEFEAT,0,12
978,RandomBot,DEFEAT,0,2
979,RandomBot,DEFEAT,0,2
980,RandomBot,DEFEAT,0,1
981,RandomBot,DEFEAT,0,4
982,RandomBot,DEFEAT,0,1
983,RandomBot,DEFEAT,0,4
984,RandomBot,DEFEAT,0,10
985,RandomBot,DEFEAT,0,1
986,RandomBot,DEFEAT,0,2
987,RandomBot,DEFEAT,0,3
988,RandomBot,DEFEAT,0,6
989,RandomBot,DEFEAT,0,4
990,RandomBot,DEFEAT,0,3
991,RandomBot,DEFEAT,0,3
992,RandomBot,DEFEAT,0,4
993,RandomBot,DEFEAT,0,5
994,RandomBot,DEFEAT,0,3
995,RandomBot,DEFEAT,0,5
996,RandomBot,DEFEAT,0,4
997,RandomBot,DEFEAT,0,6
998,RandomBot,DEFEAT,0,5
999,RandomBot,DEFEAT,0,9
1000,RandomBot,DEFEAT,0,1
